time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
1359936000,21.05,19.86,20.59,52219.14,1066570.21,20.43,direct,
1360022400,20.79,20.2,20.43,29212.44,600949.67,20.6,direct,
1360108800,21.33,20.6,20.6,51989.6,1096396.16,21.18,direct,
1360195200,22.22,20.77,21.18,64263.77,1388465.81,22.15,direct,
1360281600,22.77,22,22.15,48649.93,1090678.48,22.66,direct,
1360368000,23.99,22.58,22.66,38133.01,886034.01,23.65,direct,
1360454400,24.11,22.67,23.65,56426.07,1321513.68,23.97,direct,
1360540800,24.68,23.65,23.97,29526.73,712458.7,24.65,direct,
1360627200,25.83,24.3,24.65,74239.93,1862561.32,25.17,direct,
1360713600,26.3,24.19,25.17,90150.21,2296830.8,24.2,direct,
1360800000,27.6,21.72,24.2,145734.74,3710262.51,27.22,direct,
1360886400,27.51,26.1,27.22,51714.15,1396017.97,27.1,direct,
1360972800,27.5,26.81,27.1,18826.94,511421.92,27.22,direct,
1361059200,27.4,25,27.22,77042.22,2033614.64,26.81,direct,
1361145600,27.15,26.36,26.81,29744.27,795866.42,26.95,direct,
1361232000,29.65,26.8,26.95,99699.25,2810076.61,29.42,direct,
1361318400,29.87,28.99,29.42,37209.36,1096641.18,29.65,direct,
1361404800,29.98,29.31,29.65,34730.51,1030860.6,29.75,direct,
1361491200,31.3,29.67,29.75,66951.69,2039411.78,30.25,direct,
1361577600,30.69,28,30.25,72278.17,2099763.39,29.8,direct,
1361664000,30.4,29.2,29.8,24274.89,722940.53,29.89,direct,
1361750400,30.4,29.55,29.89,26778.95,805270.53,30.4,direct,
1361836800,31.7,30.12,30.4,42864.33,1329295.41,31.1,direct,
1361923200,31.65,30.79,31.1,30472.78,951289.24,30.9,direct,
1362009600,34.52,30.9,30.9,126517.41,4136416.34,33.38,direct,
1362096000,34.9,32.92,33.38,39786.14,1362290.79,34.5,direct,
1362182400,34.81,33.15,34.5,36662.49,1241775.93,34.25,direct,
1362268800,34.5,33.8,34.25,12524.59,427480.57,34.5,direct,
1362355200,36.7,34.19,34.5,46771.49,1659027.49,36.15,direct,
1362441600,40.65,36.15,36.15,85425.52,3361374.96,40.33,direct,
1362528000,49.1,40.14,40.33,126451.72,5712472.93,41.02,direct,
1362614400,45.5,33.3,41.02,157316.08,6439707.76,42,direct,
1362700800,44.5,41.02,42,47095.97,2032649.25,44.18,direct,
1362787200,46.99,43.41,44.18,44475.89,2020839.64,46.85,direct,
1362873600,47.95,45.47,46.85,36363.25,1703124.85,46,direct,
1362960000,48.47,45.54,46,41390.18,1970814.35,48.4,direct,
1363046400,48.4,36.65,48.4,183411.75,8014901.58,44.29,direct,
1363132800,47.3,43.75,44.29,49514.6,2298258.15,46.92,direct,
1363219200,47.99,46.05,46.92,37041.72,1752628.5,47.17,direct,
1363305600,47.45,46.4,47.17,20286.44,954285.65,46.95,direct,
1363392000,47.36,46.27,46.95,16314.97,764861.89,47,direct,
1363478400,47.74,46.8,47,13936.62,660618,47.4,direct,
1363564800,52.88,47.12,47.4,65311.59,3199314.24,51.6,direct,
1363651200,62,50,51.6,111704.13,6187650.4,59.14,direct,
1363737600,66,57.7,59.14,93136.82,5776620.57,64.49,direct,
1363824000,74.9,63.1,64.49,94307.76,6514880.18,70.85,direct,
1363910400,73.75,65,70.85,73196.96,5171296.14,69.87,direct,
1363996800,70.5,52.35,69.87,150462.72,9429382.99,64.35,direct,
1364083200,72.5,62.7,64.35,42023.26,2896432.3,71.5,direct,
1364169600,78,69.52,71.5,79743.02,5921197.54,73.6,direct,
1364256000,79.72,73.11,73.6,56667.38,4377374.22,78.5,direct,
1364342400,89.5,78.4,78.5,72226.75,6129700.26,88.92,direct,
1364428800,95.7,75,88.92,140263.09,12261153.08,86.18,direct,
1364515200,93.06,83.01,86.18,83174.56,7384104.11,90.5,direct,
1364601600,94.98,87,90.5,37284.61,3420002.53,92.19,direct,
1364688000,93.8,91,92.19,21129.5,1959050.82,93.03,direct,
1364774400,106,92.24,93.03,90563.17,9060022.27,104,direct,
1364860800,118.36,99,104,81284.67,8747147.45,117.98,direct,
1364947200,147,110,117.98,152713.73,19533010.63,135,direct,
1365033600,142.12,116.39,135,88362.53,11624021.55,132.12,direct,
1365120000,144.94,130.24,132.12,68588.73,9549088.76,142.32,direct,
1365206400,143.9,139.54,142.32,18288.47,2599937.17,142.63,direct,
1365292800,164.9,142.63,142.63,60954.72,9402722.44,162.3,direct,
1365379200,194.9,162.6,162.3,114250.73,20732894.67,187.5,direct,
1365465600,240.11,186.5,187.5,105842.25,22723191.96,230,direct,
1365552000,266,105,230,190174.72,35118119.94,165,direct,
1365638400,188.7,110.2,165,118747.72,18867223.23,124.9,direct,
1365724800,140,54.25,124.9,556468.03,47619189.45,117,direct,
1365811200,130,85.5,117,238347.58,26277415.26,93,direct,
1365897600,110,84.44,93,166274.96,16197017.56,90,direct,
1365984000,102,71.51,90,236673.01,20607774.11,82.39,direct,
1366070400,84.5,50.01,82.39,572349.32,37401572.39,68.36,direct,
1366156800,98.78,63.3,68.36,327630.05,27937764.27,93.07,direct,
1366243200,113,86,93.07,172976.43,16845410.83,109.01,direct,
1366329600,136.43,105.54,109.01,257166.23,30713924.42,118.48,direct,
1366416000,132,115,118.48,74363.62,9222871.37,126.62,direct,
1366502400,130.5,110,126.62,99132.19,12044404.11,119.2,direct,
1366588800,127.4,118.5,119.2,59153.12,7289977.32,127.4,direct,
1366675200,144.02,124.97,127.4,116144.9,15637961.69,143.48,direct,
1366761600,166.43,140.97,143.48,225896.5,34351545.24,154.2,direct,
1366848000,162,120.09,154.2,187652.82,26847891.93,141.71,direct,
1366934400,144.99,121.45,141.71,129008.48,17061324.92,136.9,direct,
1367020800,139.88,122.71,136.9,59881.87,7855443.65,128,direct,
1367107200,136.68,127.5,128,27523.74,3665399.85,134.44,direct,
1367193600,149.08,133,134.44,70206.17,9987126.11,144,direct,
1367280000,146.93,134,144,65232.2,9124397.28,139.23,direct,
1367366400,140.06,104,139.23,180008.97,21790982.26,116.38,direct,
1367452800,126.9,91.11,116.38,234170.94,24937319.55,106.25,direct,
1367539200,109,79,106.25,246474.87,22502892.23,98.1,direct,
1367625600,116.3,92,98.1,132623.49,14147864.14,112.9,direct,
1367712000,118.85,107,112.9,84205.37,9557650.72,115.98,direct,
1367798400,124.9,106.01,115.98,150072.15,17607427.79,112.25,direct,
1367884800,114,97.52,112.25,139667.14,14904474.35,109.6,direct,
1367971200,116.78,109.5,109.6,61721.62,6996024.29,113.2,direct,
1368057600,113.72,108.8,113.2,26948,3010117.06,112.8,direct,
1368144000,122.5,111.54,112.8,77483.16,9145408.54,117.7,direct,
1368230400,118.74,113,117.7,28038.97,3240171.69,115.64,direct,
1368316800,117.47,112.4,115.64,20600.89,2361969,114.82,direct,
1368403200,118.88,114.5,114.82,26176.7,3063381.8,117.98,direct,
1368489600,119.8,109.42,117.98,87774.8,10082102.7,111.4,direct,
1368576000,116.44,103.02,111.4,117967.89,13006447.75,114.22,direct,
1368662400,118.97,112.1,114.22,45232.06,5222066.01,118.21,direct,
1368748800,125.56,116.57,118.21,79123.93,9608029.6,123.5,direct,
1368835200,125.31,122.25,123.5,22652.03,2804847.39,123.21,direct,
1368921600,124.5,119.5,123.21,20571.91,2507881.36,122.5,direct,
1369008000,123.69,120.1,122.5,17316.21,2118341.03,122.02,direct,
1369094400,123.08,121.1,122.02,13386.53,1637410.81,122.89,direct,
1369180800,124.5,122,122.89,18308.47,2252949.61,123.8,direct,
1369267200,126.93,123,123.8,22118.25,2772751.89,126.3,direct,
1369353600,133.98,125.36,126.3,48773.65,6333389.8,133.1,direct,
1369440000,133.5,128.2,133.1,16837.33,2203681.1,131.99,direct,
1369526400,136,130.61,131.99,23359.36,3130389.06,133.5,direct,
1369612800,135.47,124,133.5,46825.54,6056707,129.77,direct,
1369699200,130.63,125.4,129.77,22803.35,2918762.17,129,direct,
1369785600,132.72,127.6,129,19247.65,2509796.39,132.25,direct,
1369872000,132.4,126.5,132.25,24699.41,3195601.21,128.8,direct,
1369958400,130,126.33,128.8,16576.17,2124938.29,128.82,direct,
1370044800,129.79,127.1,128.82,6357.5,816323.15,129.3,direct,
1370131200,130.1,115,129.3,101134.67,12335011.09,122.5,direct,
1370217600,122.78,115.11,122.5,28898.42,3439235.99,120.74,direct,
1370304000,123.99,118.79,120.74,21946.81,2657125.26,121.4,direct,
1370390400,123.5,119.5,121.4,16638.89,2021380.33,121.9,direct,
1370476800,123.3,117,121.9,22103.7,2646311.9,118.97,direct,
1370563200,119.13,106.15,118.97,65767.53,7372031.58,111,direct,
1370649600,113.19,107,111,17218.19,1874098.59,107.89,direct,
1370736000,108.99,88,107.89,149431.84,14647793.51,100.44,direct,
1370822400,110.63,95,100.44,64320.02,6786321.13,106.35,direct,
1370908800,109.6,103.23,106.35,16131.56,1727992.79,109,direct,
1370995200,112.25,106,109,17700.09,1934487.77,108.78,direct,
1371081600,110.3,100.3,108.78,30435.38,3204375.98,103.95,direct,
1371168000,104.7,97.1,103.95,36054,3629511.97,100,direct,
1371254400,103.7,97.5,100,22532.25,2264105.8,99.8,direct,
1371340800,101.75,98.9,99.8,8654.91,865174.26,99.9,direct,
1371427200,102.4,98.9,99.9,15193.63,1534858.36,101.95,direct,
1371513600,113.3,101.03,101.95,60613.87,6510457.59,107.35,direct,
1371600000,110.99,104.66,107.35,17565.11,1895919.66,108.25,direct,
1371686400,114.48,107.12,108.25,43085.13,4795256,111.29,direct,
1371772800,115.01,107.56,111.29,38076.76,4241011.23,109.5,direct,
1371859200,109.96,107.51,109.5,7280.73,791157.38,108.2,direct,
1371945600,109,106.2,108.2,11050.88,1188748.75,107.9,direct,
1372032000,108.33,100.76,107.9,28898.22,2986235.69,102.09,direct,
1372118400,109.98,100,102.09,93706.29,9760027.88,103.33,direct,
1372204800,105.49,101.83,103.33,13233.01,1378467.48,104,direct,
1372291200,104,100.06,104,14731.87,1505488.31,101.74,direct,
1372377600,101.79,92.25,101.74,47764.54,4625623.21,94.66,direct,
1372464000,100.44,93,94.66,25535.68,2469705.23,95,direct,
1372550400,98.12,93.85,95,8579.18,831721,97.51,direct,
1372636800,98.18,86.01,97.51,53165.63,4854051.15,88.05,direct,
1372723200,92.57,87.51,88.05,27765.17,2501192.46,90.41,direct,
1372809600,91.2,76,90.41,73616.73,6126930.46,78.89,direct,
1372896000,84.27,72,78.89,63550.1,4976159.48,80.04,direct,
1372982400,80.6,65.42,80.04,91060.44,6478104.22,68.5,direct,
1373068800,75,66.81,68.5,41036.7,2885730.42,69.66,direct,
1373155200,77,66.6,69.66,42951.81,3040545.31,76.5,direct,
1373241600,80,72.46,76.5,58990.18,4542089.51,76,direct,
1373328000,78.3,72.51,76,32524.27,2462927.54,76.7,direct,
1373414400,89.84,75.53,76.7,60070.83,4950378.77,88,direct,
1373500800,90.7,85,88,35570.13,3115116.32,88.98,direct,
1373587200,104.17,88,88.98,101549.87,9793701.36,93.99,direct,
1373673600,98.32,87.76,93.99,34457.61,3206472.43,98.32,direct,
1373760000,99,92.86,98.32,12339.49,1183919.46,94.42,direct,
1373846400,101.94,93.11,94.42,34507.37,3407701.6,98.89,direct,
1373932800,100.73,96,98.89,16532.69,1626929.42,97.1,direct,
1374019200,100,96.18,97.1,17268.85,1702482.31,98.5,direct,
1374105600,98.8,86.2,98.5,59500.75,5415947.78,90.07,direct,
1374192000,95.2,87.6,90.07,27684.24,2547076.46,92,direct,
1374278400,93.1,89.27,92,9426.7,865043.98,89.82,direct,
1374364800,92,88,89.82,8770.74,785274.73,92,direct,
1374451200,92,89.8,92,9102.87,839143.47,91.6,direct,
1374537600,97.13,91.6,91.6,24609.46,2333940.6,95.56,direct,
1374624000,95.99,92.3,95.56,14600.16,1382398.98,95.09,direct,
1374710400,97.48,93.57,95.09,22512.12,2171816.31,96.95,direct,
1374796800,97.48,96,96.95,11152.71,1079418.72,96.02,direct,
1374883200,97,93,96.02,15119.42,1430771.56,94.4,direct,
1374969600,100.58,94,94.4,42224.62,4160191.75,98.78,direct,
1375056000,102.85,98.45,98.78,24743.23,2499727.28,101.48,direct,
1375142400,107.99,100.47,101.48,27849.28,2893318.45,107.96,direct,
1375228800,111.65,103.55,107.96,45496.21,4916334.31,106.21,direct,
1375315200,108,103,106.21,15021.7,1580804.09,104,direct,
1375401600,108,101.21,104,27503.63,2893759.53,104.5,direct,
1375488000,105.89,102,104.5,8902.32,923169.73,104.95,direct,
1375574400,106,103.5,104.95,6376.74,670427.87,105.12,direct,
1375660800,107.77,105,105.12,15437.85,1647464.84,106.72,direct,
1375747200,107.5,105.11,106.72,13408.18,1424757.18,106.56,direct,
1375833600,106.96,105.22,106.56,7720.17,819975.71,105.99,direct,
1375920000,106.65,100.96,105.99,24015.47,2481342.52,103.05,direct,
1376006400,105.79,101.94,103.05,12034.99,1238426.09,102.8,direct,
1376092800,103.9,102.38,102.8,3995,411941.84,103,direct,
1376179200,105.19,102.7,103,8173.61,853962.41,105,direct,
1376265600,108.12,103.5,105,20081.88,2131117.5,106.81,direct,
1376352000,109.64,104.5,106.81,18749.89,2014623.79,109.6,direct,
1376438400,115,108,109.6,50568.55,5689765.67,112.56,direct,
1376524800,113.32,108.78,112.56,15858.85,1759713.2,109.99,direct,
1376611200,112.3,108.21,109.99,13542.07,1484874.96,108.99,direct,
1376697600,114,108.23,108.99,12780.32,1430522.61,112.75,direct,
1376784000,114.69,112,112.75,9621.73,1093513.42,113.38,direct,
1376870400,123.75,111.77,113.38,53066.14,6273089.32,118.5,direct,
1376956800,123.01,116.82,118.5,24288.46,2926824.42,121.2,direct,
